,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
40892,0,0,3.700448817952717,0,79,78,388,250.0,8783
40893,0,0,3.700448817952717,0,83,39,2050,400.0,8783
40894,0,0,3.700448817952717,0,27,92,2136,200.0,8783
40895,0,0,3.700448817952717,0,71,92,2304,500.0,8783
40896,0,0,3.700448817952717,0,79,78,2019,600.0,8783
40897,0,0,3.700448817952717,0,79,92,178,300.0,8783
40898,0,0,3.700448817952717,0,78,78,1857,300.0,8783
40899,0,0,3.700448817952717,0,83,40,1442,200.0,8783
40900,0,0,3.700448817952717,0,83,78,2012,200.0,8783
40901,0,0,3.2,4,15,27,95,600.0,8783
40902,0,0,3.8,26,71,41,1155,500.0,8783
40903,0,0,3.5,11,27,78,1834,450.0,8783
40904,0,0,3.4,32,20,78,1752,350.0,8783
40905,0,0,3.0,12,27,39,1802,500.0,8783
40906,0,0,3.6,18,78,14,343,200.0,8783
40907,0,0,3.700448817952717,0,71,78,1139,400.0,8783
40908,0,0,3.700448817952717,0,27,39,1390,500.0,8783
40909,0,0,3.2,9,14,27,1761,450.0,8783
40910,0,0,3.700448817952717,0,8,6,273,300.0,8783
40911,0,0,3.700448817952717,0,71,78,443,150.0,8783
40912,0,0,3.4,8,8,78,1761,450.0,8783
40913,0,0,3.700448817952717,0,70,40,1153,250.0,8783
40914,0,0,3.5,15,27,14,374,200.0,8783
40915,0,0,3.6,14,79,78,2381,250.0,8783
40916,0,0,2.8,21,27,39,465,700.0,8783
40917,0,0,3.700448817952717,0,8,78,850,400.0,8783
40918,0,0,3.700448817952717,0,8,14,1530,100.0,8783
40919,0,0,3.7,16,71,92,2136,300.0,8783
40920,0,0,3.5,13,27,14,330,250.0,8783
40921,0,0,3.5,8,8,78,1612,400.0,8783
40922,0,0,3.0,31,83,3,1153,150.0,8783
40923,0,0,3.6,13,20,92,1153,600.0,8783
40924,0,0,3.9,38,83,0,263,300.0,8783
40925,0,0,3.0,16,83,78,2211,150.0,8783
40926,0,0,3.1,7,27,78,388,150.0,8783
40927,0,0,3.6,11,18,39,2313,550.0,8783
40928,0,0,3.700448817952717,0,78,39,1521,900.0,8783
40929,0,0,3.700448817952717,0,14,78,1761,300.0,8783
40930,0,0,3.3,9,70,19,557,400.0,8783
40931,0,0,3.4,8,71,78,1834,350.0,8783
40932,0,0,3.8,41,70,78,330,100.0,8783
40933,0,0,3.3,7,27,78,1321,150.0,8783
40934,0,0,3.6,11,27,39,388,400.0,8783
40935,0,0,3.700448817952717,0,78,92,443,250.0,8783
40936,0,0,3.700448817952717,0,27,78,388,150.0,8783
40937,0,0,3.700448817952717,0,14,78,792,500.0,8783
40938,0,0,3.700448817952717,0,71,78,1215,100.0,8783
40939,0,0,3.700448817952717,0,78,92,1722,600.0,8783
40940,0,0,3.700448817952717,0,27,92,465,300.0,8783
40941,0,0,3.0,10,8,53,2474,200.0,8783
40942,0,0,3.700448817952717,0,79,92,263,350.0,8783
40943,0,0,3.700448817952717,0,71,78,2410,300.0,8783
40944,0,0,3.700448817952717,0,18,78,1834,300.0,8783
40945,1,0,3.700448817952717,0,21,92,695,200.0,8783
40946,0,0,3.700448817952717,0,83,78,465,300.0,8783
40947,1,0,3.2,5,14,78,1588,300.0,8783
40948,1,0,3.700448817952717,0,8,40,1178,150.0,8783
40949,1,0,2.6,26,70,78,857,400.0,8783
40950,0,0,3.3,33,81,78,1345,300.0,8783
40951,0,0,4.1,121,71,27,1834,600.0,8783
40952,0,0,3.700448817952717,0,79,78,1761,100.0,8783
40953,1,0,3.700448817952717,0,78,40,1178,300.0,8783
40954,0,0,3.4,5,8,59,2579,150.0,8783
40955,0,0,3.2,7,79,78,1834,200.0,8783
40956,0,0,3.2,4,83,78,2410,400.0,8783
40957,1,0,3.0,20,8,78,1581,400.0,8783
40958,1,0,3.5,25,86,27,1834,450.0,8783
40959,0,0,3.8,34,13,27,2474,500.0,8783
40960,0,0,3.7,68,8,27,2469,500.0,8783
40961,1,0,2.8,20,8,27,1834,550.0,8783
40962,0,0,3.700448817952717,0,79,78,1802,200.0,8783
40963,0,0,3.3,11,8,78,2540,200.0,8783
40964,0,0,3.700448817952717,0,79,78,1857,300.0,8783
40965,0,0,3.700448817952717,0,79,78,1761,150.0,8783
40966,1,0,3.700448817952717,0,20,78,1761,400.0,8783
40967,0,0,3.1,7,8,78,1761,150.0,8783
40968,1,0,3.2,5,54,78,2381,300.0,8783
40969,1,0,3.1,6,83,0,263,400.0,8783
40970,0,0,3.7,24,71,78,463,500.0,8783
40971,0,0,3.700448817952717,0,20,78,1555,150.0,8783
40972,0,0,3.1,7,83,78,388,300.0,8783
40973,0,0,3.2,4,79,78,2381,200.0,8783
40974,0,0,3.1,9,20,78,2381,100.0,8783
40975,1,0,3.700448817952717,0,20,39,1834,600.0,8783
40976,1,0,3.2,6,47,39,792,300.0,8783
40977,0,0,3.700448817952717,0,20,78,443,300.0,8783
40978,0,0,3.700448817952717,0,83,92,2469,561.224566691786,8783
40979,0,0,3.6,16,47,39,1761,300.0,8783
40980,0,0,3.700448817952717,0,83,78,429,300.0,8783
40981,1,1,3.8,200,52,27,1488,1600.0,8783
40982,0,0,3.5,140,12,27,1761,600.0,8783
40983,1,1,4.3,1054,51,27,1487,1600.0,8783
40984,1,0,3.6,16,20,78,792,300.0,8783
40985,1,1,4.2,62,52,19,701,800.0,6473
40986,0,0,4.0,1466,52,43,1175,450.0,8783
40987,1,0,4.1,119,52,20,578,500.0,4361
40988,0,0,4.0,79,52,40,1153,800.0,8783
40989,1,0,3.9,58,52,40,1153,600.0,8706
40990,1,0,4.0,66,52,40,1153,900.0,2881
40991,1,0,3.4,6,52,38,1153,1000.0,4132
40992,0,0,3.700448817952717,0,52,5,263,561.224566691786,8783
40993,1,0,3.8,12,52,0,254,400.0,3372
40994,0,0,3.700448817952717,0,52,40,1153,500.0,8783
40995,0,0,3.7,17,52,40,1153,200.0,8783
40996,0,0,3.4,27,52,78,2076,300.0,8783
40997,0,0,3.2,6,52,88,1701,300.0,8783
40998,0,0,4.1,129,52,29,1018,561.224566691786,8783
40999,1,1,4.2,2855,70,29,1518,800.0,1166
41000,0,1,4.3,485,70,69,1704,2000.0,8783
41001,0,1,4.1,1739,12,19,626,1000.0,8783
41002,1,0,4.4,1109,51,2,261,600.0,1533
41003,1,0,4.0,1087,8,82,1168,550.0,47
41004,0,0,4.4,1915,70,40,1451,400.0,8783
41005,0,0,4.5,236,71,40,1179,1250.0,8783
41006,1,0,4.9,1750,8,40,1153,400.0,7776
41007,0,0,4.3,526,51,2,2305,1400.0,8783
41008,1,0,4.3,580,83,19,650,700.0,666
41009,0,0,3.4,225,14,78,2565,300.0,8783
41010,1,0,4.1,47,12,40,1178,300.0,5376
41011,1,0,4.1,118,71,19,244,700.0,1340
41012,0,0,4.3,184,12,40,1178,500.0,8783
41013,1,0,4.4,69,51,78,1178,300.0,5349
41014,0,0,4.5,291,51,40,1449,400.0,8783
41015,0,0,4.0,29,8,19,557,450.0,8783
41016,0,1,4.1,126,83,27,998,2000.0,8783
41017,1,1,4.1,302,71,27,1386,1000.0,802
41018,1,0,4.2,443,83,20,741,700.0,756
41019,0,0,4.0,104,83,40,263,400.0,8783
41020,1,0,4.5,222,8,53,1159,450.0,5245
41021,0,0,3.6,53,71,6,273,300.0,8783
41022,1,0,4.1,79,14,80,1317,350.0,7300
41023,1,0,4.2,122,81,40,1178,400.0,7769
41024,1,0,4.2,233,51,3,285,300.0,6012
41025,0,0,4.0,186,14,78,1692,400.0,8783
41026,1,0,3.9,88,70,46,1160,400.0,6950
41027,0,0,3.6,23,8,0,254,200.0,8783
41028,1,0,3.9,65,8,79,1222,250.0,2393
41029,1,0,3.9,148,8,53,264,450.0,5129
41030,1,0,3.5,9,14,40,1153,100.0,8783
41031,0,0,3.7,14,71,6,273,300.0,8783
41032,0,0,3.9,91,51,16,1164,400.0,8783
41033,0,0,3.700448817952717,0,83,0,254,400.0,8783
41034,1,0,3.8,59,14,88,1301,300.0,517
41035,0,0,3.4,14,71,0,254,200.0,8783
41036,0,0,4.0,100,70,40,1449,150.0,8783
41037,0,0,3.9,36,14,88,1699,150.0,8783
41038,1,0,2.9,17,83,40,1443,200.0,2748
41039,0,0,3.7,23,51,0,254,250.0,8783
41040,0,1,3.8,25,83,19,754,2200.0,8783
41041,0,0,3.8,29,83,40,1153,200.0,8783
41042,1,0,4.0,68,12,40,1153,250.0,3888
41043,0,0,3.6,37,79,78,2520,250.0,8783
41044,0,0,3.9,67,83,78,2565,200.0,8783
41045,1,0,4.2,132,8,40,1442,180.0,5096
41046,1,0,3.7,30,83,0,273,300.0,8266
41047,1,0,3.9,104,8,90,1699,400.0,6004
41048,1,0,3.9,75,79,42,342,150.0,5577
41049,1,0,3.5,9,8,0,273,500.0,5211
41050,0,0,3.6,15,79,0,254,100.0,8783
41051,1,0,3.4,36,8,0,254,150.0,367
41052,0,0,4.0,122,12,17,343,500.0,8783
41053,1,0,2.9,48,83,6,271,400.0,8752
41054,1,0,3.5,36,12,40,1449,250.0,1040
41055,0,0,3.5,14,71,78,1174,250.0,8783
41056,0,0,3.700448817952717,0,79,88,1686,200.0,8783
41057,0,0,4.2,222,81,40,1444,200.0,8783
41058,1,0,3.1,6,83,0,263,400.0,8783
41059,1,0,4.0,47,71,40,1159,300.0,1313
41060,1,0,3.5,17,70,40,1153,300.0,4063
41061,0,0,3.8,26,8,40,1153,350.0,8783
41062,0,0,3.9,66,8,40,1442,200.0,8783
41063,0,0,3.700448817952717,0,83,90,1699,150.0,8783
41064,0,0,3.700448817952717,0,51,39,1153,450.0,8783
41065,1,0,3.7,17,8,14,354,200.0,3477
41066,1,0,3.700448817952717,0,79,40,1442,200.0,7922
41067,1,0,3.2,6,79,20,578,400.0,7898
41068,0,0,3.4,6,14,88,1699,150.0,8783
41069,0,0,3.7,17,8,40,1153,150.0,8783
41070,0,0,3.3,4,71,88,1687,300.0,8783
41071,0,0,3.700448817952717,0,79,78,2554,200.0,8783
41072,0,0,3.700448817952717,0,14,6,263,400.0,8783
41073,0,0,3.700448817952717,0,8,92,1155,300.0,8783
41074,0,0,3.700448817952717,0,71,92,2304,500.0,8783
41075,0,0,3.700448817952717,0,8,40,1442,400.0,8783
41076,0,0,3.700448817952717,0,83,40,1442,200.0,8783
41077,0,0,3.700448817952717,0,71,79,1274,150.0,8783
41078,0,0,3.8,26,71,41,1155,500.0,8783
41079,0,0,3.3,11,14,78,2565,150.0,8783
41080,0,0,3.5,10,14,40,254,100.0,8783
41081,0,0,3.5,6,70,40,254,500.0,8783
41082,0,0,3.700448817952717,0,8,6,273,300.0,8783
41083,0,0,3.700448817952717,0,70,38,1153,400.0,8783
41084,0,0,3.2,7,14,6,254,300.0,8783
41085,0,0,3.700448817952717,0,70,40,1153,250.0,8783
41086,0,0,3.0,31,83,3,1153,150.0,8783
41087,0,0,3.9,38,83,0,263,300.0,8783
41088,0,0,3.700448817952717,0,71,1,291,200.0,8783
41089,0,0,3.700448817952717,0,14,0,256,300.0,8783
41090,0,0,3.700448817952717,0,83,19,680,1000.0,8783
41091,0,0,3.3,5,51,0,254,350.0,8783
41092,1,0,3.700448817952717,0,8,40,1178,150.0,8783
41093,1,0,4.0,94,8,40,1153,300.0,359
41094,1,0,4.0,49,70,39,263,500.0,2790
41095,1,0,3.700448817952717,0,71,40,1153,800.0,3697
41096,1,0,3.7,78,70,40,1159,350.0,856
41097,0,0,3.9,50,70,40,254,600.0,8783
41098,1,1,4.7,4840,15,75,2224,1300.0,4813
41099,1,1,4.2,515,78,27,1712,800.0,6805
41100,0,0,4.1,215,20,6,273,200.0,8783
41101,0,0,4.0,35,86,23,677,1100.0,8783
41102,1,0,4.3,657,15,23,675,750.0,8695
41103,0,0,4.1,683,27,0,263,500.0,8783
41104,0,0,3.6,27,27,90,1699,250.0,8783
41105,0,0,3.4,4,20,0,263,350.0,8783
41106,1,0,3.7,19,28,14,341,400.0,6942
41107,1,0,4.1,33,15,40,1153,400.0,7218
41108,0,0,3.700448817952717,0,20,0,277,400.0,8783
41109,0,0,3.6,20,20,88,1699,100.0,8783
41110,0,0,3.0,43,27,78,2537,200.0,8783
41111,0,0,3.5,22,78,0,254,200.0,8783
41112,0,0,3.5,9,20,40,1178,200.0,8783
41113,0,0,3.700448817952717,0,27,39,1155,500.0,8783
41114,0,0,3.700448817952717,0,78,1,254,200.0,8783
41115,0,0,3.4,5,27,40,1153,561.224566691786,8783
41116,0,0,3.5,22,20,90,1699,200.0,8783
41117,0,0,3.4,4,27,40,2632,561.224566691786,8783
41118,0,0,3.6,13,20,92,1153,600.0,8783
41119,0,0,3.700448817952717,0,27,14,330,150.0,8783
41120,0,0,3.700448817952717,0,28,40,1449,450.0,8783
41121,0,0,3.700448817952717,0,66,19,685,900.0,8783
41122,1,1,3.9,1374,52,49,1761,2100.0,8783
41123,1,1,4.5,873,52,27,226,1800.0,8783
41124,1,1,4.3,3152,52,27,2136,1500.0,8783
41125,0,1,4.4,4611,52,60,224,1700.0,8783
41126,0,1,4.6,2369,52,49,800,2800.0,8783
41127,1,1,3.9,1940,52,27,2608,2100.0,8783
41128,0,0,4.6,988,52,49,2599,3000.0,8783
41129,1,1,4.2,2733,52,19,649,1200.0,663
41130,0,1,4.2,1461,52,76,1027,1500.0,8783
41131,1,1,4.3,2051,52,27,2535,1500.0,700
41132,1,1,4.4,725,52,29,10,1700.0,5275
41133,1,0,3.9,376,52,90,1699,200.0,604
41134,0,1,4.5,308,52,27,1467,1500.0,8783
41135,0,1,4.2,225,52,76,1056,1000.0,8783
41136,0,0,4.3,698,52,49,1209,3000.0,8783
41137,0,1,3.9,53,52,27,241,1500.0,8783
41138,0,1,4.1,568,52,29,2047,2500.0,8783
41139,0,1,4.4,195,52,49,1667,2000.0,8783
41140,0,1,4.2,549,52,33,2117,1500.0,8783
41141,0,0,4.1,268,52,27,2075,600.0,8783
41142,1,1,4.4,232,52,10,186,2000.0,7383
41143,0,1,4.3,454,52,49,868,3000.0,8783
41144,1,0,4.0,114,52,27,1475,1000.0,6060
41145,0,1,4.1,613,52,36,977,2800.0,8783
41146,0,0,3.8,623,52,60,1919,3000.0,8783
41147,0,1,4.1,338,52,28,1597,1800.0,8783
41148,1,0,4.1,119,52,20,578,500.0,4361
41149,0,0,2.6,408,52,73,1834,1000.0,8783
41150,1,1,3.8,200,52,27,1488,1600.0,8783
41151,0,1,4.1,274,52,49,1501,3000.0,8783
41152,0,1,4.0,195,52,61,2073,3000.0,8783
41153,0,0,4.1,116,52,49,44,3000.0,8783
41154,0,0,4.1,171,52,49,792,2500.0,8783
41155,0,1,3.9,317,52,19,647,800.0,8783
41156,0,0,3.0,108,52,27,1984,800.0,8783
41157,0,0,3.7,16,52,19,557,250.0,8783
41158,0,0,4.1,259,52,28,1023,561.224566691786,8783
41159,0,1,4.2,261,52,28,2606,1500.0,8783
41160,1,0,3.6,37,52,27,2252,750.0,7283
41161,0,0,3.0,31,52,27,1834,1000.0,8783
41162,0,0,3.7,30,52,19,685,900.0,8783
41163,0,0,3.4,10,52,78,1857,350.0,8783
41164,0,0,3.2,10,52,19,557,400.0,8783
41165,1,0,3.8,262,52,19,557,700.0,1568
41166,0,0,3.8,84,52,49,1467,2500.0,8783
41167,0,0,3.7,82,52,49,1467,2500.0,8783
41168,1,1,2.2,409,52,27,1678,1000.0,8373
41169,1,0,4.4,231,52,78,531,700.0,7779
41170,0,0,4.0,1466,52,43,1175,450.0,8783
41171,1,0,3.7,19,52,78,2381,200.0,4735
41172,0,0,2.7,77,52,78,1888,500.0,8783
41173,1,0,3.9,121,52,78,2252,400.0,5445
41174,1,0,3.2,6,52,78,1834,450.0,8783
41175,1,0,3.9,119,52,78,1238,500.0,7099
41176,1,0,3.5,6,52,78,2618,400.0,1208
41177,0,0,3.9,76,52,78,2381,200.0,8783
41178,1,0,3.9,58,52,40,1153,600.0,8706
41179,0,0,3.700448817952717,0,52,78,443,250.0,8783
41180,0,0,3.1,23,52,78,2543,300.0,8783
41181,0,0,3.700448817952717,0,52,78,1338,150.0,8783
41182,0,0,3.700448817952717,0,52,78,2381,300.0,8783
41183,0,0,3.3,6,52,78,2076,300.0,8783
41184,0,0,3.700448817952717,0,52,78,2560,300.0,8783
41185,0,0,3.8,86,52,78,2489,250.0,8783
41186,0,0,3.4,7,52,78,2537,200.0,8783
41187,0,0,3.6,15,52,78,1761,350.0,8783
41188,0,1,4.5,2216,71,27,1672,1800.0,8783
41189,1,1,4.2,4752,12,27,1852,1500.0,8783
41190,0,0,4.6,4021,70,69,1001,1500.0,8783
41191,0,1,4.2,3133,51,60,977,2500.0,8783
41192,0,1,4.5,8413,8,77,14,2000.0,8783
41193,0,1,4.4,888,51,49,215,3000.0,8783
41194,0,1,4.4,2136,51,49,1996,2200.0,8783
41195,1,1,4.4,2242,51,51,1522,3000.0,5900
41196,0,0,4.3,1792,70,27,56,800.0,8783
41197,0,0,4.3,1363,71,27,470,700.0,8783
41198,0,0,4.6,2293,12,19,757,1100.0,8783
41199,0,0,4.5,1602,8,28,2381,1500.0,8783
41200,0,1,4.4,371,8,69,205,1500.0,8783
41201,1,1,4.1,2169,8,36,825,2000.0,6359
41202,0,0,4.4,2428,51,32,1704,1500.0,8783
41203,0,1,4.5,5284,81,28,5,2500.0,8783
41204,0,1,4.5,681,70,49,1650,3500.0,8783
41205,1,1,4.5,1250,81,28,213,1700.0,8783
41206,0,1,4.3,2233,70,70,1061,1700.0,8783
41207,1,0,4.3,7574,12,60,43,1500.0,2629
41208,0,1,4.4,2054,51,28,1408,1200.0,8783
41209,1,1,4.5,1135,12,28,326,1200.0,8783
41210,1,1,4.4,3712,51,30,2235,1300.0,8783
41211,0,1,4.6,1092,71,27,1198,1500.0,8783
41212,0,0,4.2,643,81,76,1031,1300.0,8783
41213,0,1,4.3,165,83,49,21,2800.0,8783
41214,0,1,4.1,1341,51,28,1207,2100.0,8783
41215,0,0,3.8,2330,81,27,2476,700.0,8783
41216,1,1,4.3,3496,51,77,1000,1700.0,8783
41217,1,0,4.6,2519,51,27,1206,1600.0,8783
41218,0,1,4.2,191,12,27,2456,1000.0,8783
41219,0,1,4.3,768,51,52,2128,3000.0,8783
41220,1,1,4.2,2855,70,29,1518,800.0,1166
41221,0,1,4.3,485,70,69,1704,2000.0,8783
41222,0,0,4.3,1050,51,60,1684,1500.0,8783
41223,1,1,4.2,2936,12,27,1473,1000.0,8783
41224,1,1,4.4,498,81,10,1704,1900.0,7217
41225,1,1,4.5,1426,12,28,792,1700.0,8783
41226,0,1,4.3,673,70,27,1521,2000.0,8783
41227,0,1,4.4,1210,8,27,1621,1100.0,8783
41228,0,1,4.3,2716,8,10,1093,1300.0,8783
41229,0,1,4.6,1438,51,49,2529,2200.0,8783
41230,1,1,4.3,772,51,27,2277,1400.0,8783
41231,1,1,4.4,1853,51,27,1517,1500.0,5420
41232,1,0,4.3,2157,70,27,395,600.0,8783
41233,0,0,4.5,3595,81,19,564,900.0,8783
41234,0,1,4.4,219,70,10,190,1200.0,8783
41235,0,1,4.2,144,83,49,1495,2500.0,8783
41236,0,1,4.4,1084,83,27,2010,1600.0,8783
41237,1,1,4.1,864,70,27,2363,1400.0,8783
41238,0,0,4.3,1721,12,60,1082,1300.0,8783
41239,0,0,4.3,465,51,32,250,1500.0,8783
41240,0,1,4.1,1739,12,19,626,1000.0,8783
41241,0,1,4.4,133,51,28,1876,1000.0,8783
41242,0,0,4.4,2652,12,19,557,600.0,8783
41243,0,1,4.3,689,71,49,1202,2500.0,8783
41244,0,1,4.4,571,51,49,1467,4000.0,8783
41245,0,0,4.3,1191,70,27,792,550.0,8783
41246,1,0,4.4,2139,8,27,2113,750.0,1669
41247,0,1,4.2,1430,83,73,1368,1300.0,8783
41248,0,1,4.2,261,8,73,41,1500.0,8783
41249,0,1,4.2,479,70,60,1346,3000.0,8783
41250,0,0,4.1,1014,70,27,1884,500.0,8783
41251,0,1,4.2,337,51,28,2080,1000.0,8783
41252,0,0,4.3,2272,12,10,1353,1100.0,8783
41253,1,0,4.0,785,12,27,54,650.0,8783
41254,0,1,4.3,300,81,10,1673,1200.0,8783
41255,0,1,4.2,2079,51,27,1204,1500.0,8783
41256,1,1,4.2,2291,81,28,1212,1400.0,7187
41257,0,0,4.3,698,51,27,2603,1500.0,8783
41258,0,0,4.2,1345,12,73,1064,1100.0,8783
41259,1,0,3.9,120,83,27,783,600.0,8783
41260,1,1,4.3,509,51,28,868,1300.0,8783
41261,1,1,4.2,986,83,28,1385,1000.0,5119
41262,1,0,4.0,1104,83,27,1597,1300.0,8783
41263,1,0,4.2,3576,12,19,716,650.0,1189
41264,1,1,4.4,219,81,27,2357,850.0,8783
41265,1,1,4.3,969,12,19,625,750.0,4612
41266,0,1,4.5,556,83,27,1642,1800.0,8783
41267,1,1,4.0,938,12,28,27,1000.0,2946
41268,1,0,4.0,56,8,27,1527,1500.0,3522
41269,0,0,4.3,166,83,19,763,750.0,8783
41270,1,1,4.4,722,71,27,1655,1000.0,8783
41271,0,1,4.4,127,71,27,792,1200.0,8783
41272,0,1,4.3,620,70,49,2011,3400.0,8783
41273,1,0,4.3,580,83,19,650,700.0,667
41274,1,0,4.3,860,83,27,2600,1800.0,8783
41275,0,0,4.0,53,71,49,210,2000.0,8783
41276,0,1,4.2,82,83,49,1523,3000.0,8783
41277,0,1,4.1,102,70,73,1024,1000.0,8783
41278,1,1,4.2,859,12,27,2363,1400.0,8783
41279,0,1,4.3,362,71,49,2080,3500.0,8783
41280,1,1,4.3,79,8,27,2374,700.0,8768
41281,1,1,4.2,409,8,10,1361,1600.0,1811
41282,0,0,4.3,74,70,19,738,400.0,8783
41283,0,0,4.3,795,12,22,710,900.0,8783
41284,1,0,4.1,1134,8,27,17,1500.0,8495
41285,0,1,3.9,684,12,28,2407,1200.0,8783
41286,0,0,4.1,4443,8,33,15,1200.0,8783
41287,0,0,4.1,801,70,27,2081,800.0,8783
41288,0,1,4.3,330,71,27,1954,1200.0,8783
41289,0,1,4.3,237,71,49,1521,4000.0,8783
41290,0,0,3.9,172,79,27,1834,500.0,8783
41291,0,1,4.0,182,12,27,1761,1300.0,8783
41292,1,0,4.1,118,71,19,244,700.0,1340
41293,0,1,4.2,275,70,50,1761,4000.0,8783
41294,0,1,3.8,48,83,27,1213,2000.0,8783
41295,1,1,4.2,354,71,27,2384,1200.0,8783
41296,0,1,4.0,930,8,27,2274,800.0,8783
41297,1,1,4.1,461,12,27,1761,600.0,8783
41298,0,0,4.1,1545,51,73,1145,1200.0,8783
41299,0,0,4.1,1545,51,73,1145,1200.0,8783
41300,0,1,4.1,558,8,76,1346,1100.0,8783
41301,0,0,3.9,23,71,8,1346,2000.0,8783
41302,0,0,3.9,952,8,73,1834,1100.0,8783
41303,0,0,4.0,516,70,8,1888,1000.0,8783
41304,1,0,4.0,167,71,28,1761,1700.0,4784
41305,1,0,4.3,911,83,27,1521,2000.0,8783
41306,1,0,4.3,99,83,27,1653,550.0,8783
41307,1,0,4.0,1218,8,8,1023,2000.0,2549
41308,1,0,4.3,151,83,27,484,650.0,7928
41309,0,1,3.7,57,83,49,1761,3000.0,8783
41310,1,1,4.3,1054,51,27,1487,1600.0,7238
41311,1,0,4.3,329,12,27,2080,800.0,8783
41312,0,0,4.2,38,71,8,1367,2000.0,8783
41313,0,1,3.9,312,70,49,2044,2000.0,8783
41314,0,1,3.9,312,70,49,2044,2000.0,8783
41315,0,1,4.3,430,70,50,792,3500.0,8783
41316,1,1,4.0,190,79,28,2065,1300.0,7139
41317,1,0,4.1,486,12,19,573,700.0,6521
41318,1,0,4.0,363,70,27,957,1000.0,8783
41319,1,0,4.0,178,83,27,389,750.0,7947
41320,1,0,3.9,464,83,22,566,800.0,3004
41321,0,1,4.4,185,51,28,1521,1800.0,8783
41322,1,0,4.2,176,14,27,1756,800.0,2496
41323,0,0,4.2,121,51,28,1757,561.224566691786,8783
41324,1,0,3.9,207,81,27,1888,650.0,6265
41325,0,0,4.0,29,8,19,557,450.0,8783
41326,1,0,3.9,366,70,27,1932,800.0,2110
41327,0,1,4.1,126,83,27,998,2000.0,8783
41328,0,0,4.2,50,71,19,557,561.224566691786,8783
41329,0,1,3.9,183,83,27,2003,2200.0,8783
41330,1,0,3.6,17,8,27,1657,800.0,8134
41331,1,0,3.9,227,12,27,2038,950.0,6956
41332,1,0,3.7,66,83,19,742,800.0,5186
41333,0,1,4.2,178,71,49,977,3000.0,8783
41334,1,0,4.2,1770,81,27,978,750.0,1072
41335,0,0,2.0,397,8,60,1346,1500.0,8783
41336,1,1,4.1,302,71,27,1386,1000.0,801
41337,0,1,4.0,749,12,73,1355,1100.0,8783
41338,1,0,4.1,54,70,27,1415,550.0,5514
41339,1,0,4.0,111,79,27,1924,700.0,5813
41340,0,0,4.2,619,8,19,601,500.0,8783
41341,0,0,4.2,116,83,29,1627,1000.0,8783
41342,0,0,3.9,190,81,8,1346,600.0,8783
41343,0,0,4.0,228,70,27,2172,700.0,8783
41344,1,0,3.7,281,8,27,1945,800.0,5962
41345,0,0,4.0,58,83,27,1660,2000.0,8783
41346,1,0,3.7,110,79,27,1731,700.0,8783
41347,1,0,3.5,12,8,27,1653,650.0,1986
41348,1,1,3.8,203,71,27,1924,1200.0,8783
41349,0,0,4.2,700,81,78,2381,300.0,8783
41350,1,0,4.3,129,8,27,2599,700.0,6973
41351,1,0,4.0,32,8,78,1425,300.0,8783
41352,1,0,3.9,88,83,27,1896,500.0,8783
41353,0,0,3.9,235,50,10,1503,1000.0,8783
41354,1,0,3.4,9,79,19,557,300.0,8783
41355,0,1,3.8,95,51,20,582,1000.0,8783
41356,0,0,3.8,22,79,78,1849,350.0,8783
41357,0,0,3.6,62,79,27,2152,450.0,8783
41358,1,0,4.1,118,71,27,994,1000.0,7754
41359,0,0,2.5,434,14,27,943,650.0,8783
41360,0,0,4.0,102,71,27,792,550.0,8783
41361,1,0,3.8,74,8,19,570,650.0,8256
41362,0,0,4.0,104,51,26,729,1200.0,8783
41363,0,0,3.1,122,51,28,1984,1200.0,8783
41364,0,0,3.7,298,70,73,1976,1000.0,8783
41365,0,0,4.1,28,70,27,330,2000.0,8783
41366,0,0,4.0,95,70,60,1346,2000.0,8783
41367,0,0,3.6,45,70,60,1346,1700.0,8783
41368,0,0,4.0,31,71,19,557,800.0,8783
41369,0,1,4.0,64,83,60,1346,1500.0,8783
41370,1,0,2.9,50,8,78,2474,350.0,4976
41371,1,0,3.8,59,14,88,1301,300.0,517
41372,1,0,3.6,42,83,27,2491,400.0,8783
41373,0,0,4.0,166,8,78,968,400.0,8783
41374,1,0,3.6,41,8,27,1565,500.0,8441
41375,0,0,3.5,56,51,28,222,1800.0,8783
41376,1,0,4.2,383,83,19,2258,500.0,2970
41377,1,0,3.7,70,12,15,779,500.0,3082
41378,0,0,3.9,73,51,60,2527,2500.0,8783
41379,0,0,2.8,132,8,27,2182,650.0,8783
41380,0,0,3.9,135,81,27,1490,800.0,8783
41381,1,0,3.6,44,8,59,1761,300.0,6862
41382,1,0,3.8,77,71,78,2056,500.0,2521
41383,0,0,3.9,90,81,27,2103,1400.0,8783
41384,1,0,2.8,303,14,27,388,500.0,5730
41385,0,0,3.3,6,81,27,2392,450.0,8783
41386,1,0,3.6,124,70,19,591,600.0,348
41387,1,0,3.6,118,71,27,792,500.0,4558
41388,1,1,3.8,81,83,27,950,800.0,2684
41389,0,0,3.7,53,71,27,2476,600.0,8783
41390,1,0,3.8,265,71,27,950,850.0,8238
41391,0,0,3.4,4,8,27,966,600.0,8783
41392,1,1,4.0,1025,8,27,2105,700.0,8783
41393,1,0,3.8,38,83,27,337,400.0,2953
41394,0,1,4.1,100,83,60,1356,2400.0,8783
